bindingClass casrn SMILES 
0 2396-68-1 CC(C)(C)c1ccc(S)cc1
0 1702-17-6|57754-85-5 OC(=O)c1[n]c(Cl)ccc1Cl
0 58-85-5 OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
0 94-80-4 CCCCOC(=O)COc1ccc(Cl)cc1Cl
0 4291-63-8 Nc1[n]c(Cl)[n]c2c1[n]c[n]2[C@H]1C[C@H](O)[C@@H](CO)O1
0 1689-84-5 N#Cc1cc(Br)c(O)c(Br)c1
0 122-40-7 CCCCCC(C=O)=Cc1ccccc1
0 95266-40-3 CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1
0 1076-97-7 OC(=O)C1CCC(CC1)C(O)=O
0 77-83-8 CC1(OC1C(=O)OCC)c1ccccc1
0 480-63-7 Cc1cc(C)c(C(O)=O)c(C)c1
0 499-75-2 Cc1ccc(cc1O)C(C)C
0 1563-66-2 CC1(C)Cc2cccc(OC(=O)NC)c2O1
0 959-98-8 O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl
1 133-06-2 O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
0 105-60-2 O=C1CCCCCN1
0 83-67-0 CN1c2[n]c[n](C)c2C(=O)NC1=O
0 80-46-6 CC(C)(CC)c1ccc(O)cc1
0 69655-05-6 OC[C@@H]1CC[C@@H](O1)[n]1c[n]c2C(=O)NC=Nc12
0 26644-46-2 O=CNC(N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
0 98-56-6 FC(F)(F)c1ccc(Cl)cc1
0 94-26-8 CCCCOC(=O)c1ccc(O)cc1
0 10094-34-5 CCCC(=O)OC(C)(C)Cc1ccccc1
1 50471-44-8 CC1(C=C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
0 93-56-1 OCC(O)c1ccccc1
1 13311-84-7 CC(C)C(=O)Nc1cc(c(cc1)[N+]([O-])=O)C(F)(F)F
0 133-90-4 Nc1cc(Cl)cc(C(O)=O)c1Cl
0 97-54-1 CC=Cc1cc(OC)c(O)cc1
0 104098-48-8 Cc1c[n]c(c(c1)C(O)=O)C1NC(C)(C(C)C)C(=O)N=1
0 53112-28-0 Cc1cc(C)[n]c(Nc2ccccc2)[n]1
0 101-83-7 C1CCCCC1NC1CCCCC1
1 145-73-3 OC(=O)C1C(C2CCC1O2)C(O)=O
0 98-52-2 CC(C)(C)C1CCC(O)CC1
0 135-19-3 Oc1cc2ccccc2cc1
0 122-39-4 c1ccccc1Nc1ccccc1
0 97-53-0 COc1cc(CC=C)ccc1O
0 92-52-4 c1ccccc1-c1ccccc1
0 69-65-8 O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)CO
0 29122-68-7 CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
0 6259-76-3 CCCCCCOc1ccccc1C(O)=O
0 5349-51-9 CCC(C)(C)C1CCC(O)CC1
0 1214-39-7 C(Nc1:[nH]:c:[n]:c2:[n]:c:[n]:c-2:1)c1ccccc1
0 99-71-8 CCC(C)c1ccc(O)cc1
0 81334-34-1 CC1(N=C(NC1=O)c1[n]cccc1C(O)=O)C(C)C
0 35400-43-2 CSc1ccc(cc1)OP(=S)(OCC)SCCC
0 71526-07-3 O=C(C(Cl)Cl)N1CCOC21CCCCC2
0 1031-07-8 O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
0 88-60-8 Cc1ccc(c(O)c1)C(C)(C)C
0 1907-65-9 Cc1ccc(cc1)S(=O)(=O)NCCCC
0 127-39-9 CC(C)COC(=O)C(CC(=O)OCC(C)C)S(O)(=O)=O
0 79098-20-7 CCCCCc1ccc(Cl)cc1
1 32809-16-8 CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O
0 2243-62-1 Nc1cccc2c1cccc2N
0 3296-90-0 OCC(CBr)(CBr)CO
0 86-30-6 O=NN(c1ccccc1)c1ccccc1
0 140-56-7 CN(C)c1ccc(cc1)N=NS(O)(=O)=O
0 101-05-3 Clc1ccccc1Nc1[n]c(Cl)[n]c(Cl)[n]1
1 63612-50-0 CC1(C)NC(=O)N(C1=O)c1cc(c(cc1)[N+]([O-])=O)C(F)(F)F
0 58-55-9 CN1C(=O)c2[nH]c[n]c2N(C)C1=O
0 122-66-7 c1ccccc1NNc1ccccc1
1 35554-44-0 C=CCOC(C[n]1c[n]cc1)c1ccc(Cl)cc1Cl
0 58-93-5 NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
0 1638-22-8 CCCCc1ccc(O)cc1
0 65-23-6|58-56-0 Cc1[n]cc(CO)c(CO)c1O
0 6381-77-7 O[C@H](CO)[C@H]1OC(=O)C(O)=C1O
0 2078-54-8 CC(C)c1cccc(C(C)C)c1O
0 23564-05-8 COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC
0 5850-86-2 Cc1cc(ccc1/N=N/c1c2ccccc2ccc1O)S(O)(=O)=O
0 2176-62-7 Clc1c(Cl)c(Cl)[n]c(Cl)c1Cl
0 101-10-0 CC(Oc1cccc(Cl)c1)C(O)=O
0 123312-89-0 CC1CN(/N=C/c2c[n]ccc2)C(=O)N=N1
0 1671-75-6 CCCCCCC(=O)c1ccccc1
0 93-99-2 O=C(Oc1ccccc1)c1ccccc1
0 637-07-0 CC(C)(Oc1ccc(Cl)cc1)C(=O)OCC
0 1918-16-7 CC(C)N(C(=O)CCl)c1ccccc1
0 80-26-2 CC1CCC(CC=1)C(C)(C)OC(C)=O
1 112-63-0 CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC
0 938-16-9 CC(C)(C)C(=O)c1ccccc1
0 121-91-5 OC(=O)c1cc(ccc1)C(O)=O
1 55-38-9 Cc1cc(ccc1SC)OP(=S)(OC)OC
0 101-84-8 c1ccccc1Oc1ccccc1
0 88-30-2 [O-][N+](=O)c1ccc(O)cc1C(F)(F)F
0 124-76-5 CC1(C)[C@H]2C[C@@H](O)[C@]1(C)CC2
0 1632-73-1 CC1(C)C(O)C2(C)CC1CC2
0 16587-71-6 CCC(C)(C)C1CCC(=O)CC1
0 80-27-3 CC1CCC(CC=1)C(C)(C)OC(=O)CC
0 105-87-3 CC(C)=CCC/C(/C)=C/COC(C)=O
0 4468-42-2 CCC(CCC)c1ccccc1
0 3622-84-2 CCCCNS(=O)(=O)c1ccccc1
0 148-24-3 Oc1cccc2ccc[n]c21
0 91-62-3 Cc1cc2ccc[n]c2cc1
0 618-45-1 CC(C)c1cccc(O)c1
0 89-83-8 Cc1ccc(C(C)C)c(O)c1
0 4712-55-4 O=P(Oc1ccccc1)Oc1ccccc1
0 827-21-4 Cc1cc(C)c(cc1)S(O)(=O)=O
0 6789-88-4 CCCCCCOC(=O)c1ccccc1
0 5598-13-0 COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC
0 22781-23-3 CNC(=O)Oc1cccc2OC(C)(C)Oc21
0 81-07-2|82385-42-0 O=C1NS(=O)(=O)c2ccccc12
0 94-96-2 CCC(CO)C(O)CCC
0 88-18-6 CC(C)(C)c1ccccc1O
0 91-20-3 c1cccc2ccccc21
0 119-64-2 C1CCCc2ccccc21
0 579-66-8 CCc1cccc(CC)c1N
0 1008-72-6 OS(=O)(=O)c1ccccc1C=O
0 333-41-5 Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC
0 140-10-3 OC(=O)/C=C/c1ccccc1
0 121-32-4 CCOc1cc(C=O)ccc1O
0 80-15-9 CC(C)(OO)c1ccccc1
0 99-86-5 CC1CCC(=CC=1)C(C)C
0 2921-88-2 CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC
0 98-51-1 Cc1ccc(cc1)C(C)(C)C
0 5902-51-2 CC1NC(=O)N(C(=O)C=1Cl)C(C)(C)C
0 5598-15-2 CCOP(=O)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC
0 70568-60-4 CCCCC1CCC(O)CC1
0 120-80-9 Oc1ccccc1O
0 5216-25-1 Clc1ccc(cc1)C(Cl)(Cl)Cl
0 91-59-8 Nc1cc2ccccc2cc1
0 98-54-4 CC(C)(C)c1ccc(O)cc1
0 124495-18-7 Fc1ccc(cc1)Oc1cc[n]c2cc(Cl)cc(Cl)c21
0 119515-38-7 CC(CC)OC(=O)N1CCCCC1CCO
0 99-89-8 CC(C)c1ccc(O)cc1
0 82-68-8 [O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
0 4098-71-9 CC1(C)CC(CC(C)(C1)CN=C=O)N=C=O
0 24851-98-7 CCCCCC1C(CCC1=O)CC(=O)OC
0 94-59-7 C=CCc1ccc2OCOc2c1
0 118-93-4 CC(=O)c1ccccc1O
0 121-00-6 COc1cc(c(O)cc1)C(C)(C)C
0 118-47-8 OC(=O)C1CC(=O)N(N=1)c1ccc(cc1)S(O)(=O)=O
0 95-94-3 Clc1cc(Cl)c(Cl)cc1Cl
0 98-06-6 CC(C)(C)c1ccccc1
0 499-83-2 OC(=O)c1cccc([n]1)C(O)=O
0 50-78-2 CC(=O)Oc1ccccc1C(O)=O
0 15046-75-0 Cc1ccccc1S(O)(=O)=O
1 709-98-8 CCC(=O)Nc1cc(Cl)c(Cl)cc1
0 101-54-2 Nc1ccc(cc1)Nc1ccccc1
1 1836-75-5 [O-][N+](=O)c1ccc(cc1)Oc1ccc(Cl)cc1Cl
0 140-38-5 NC(=O)Nc1ccc(Cl)cc1
0 87-69-4 OC(=O)[C@H](O)[C@@H](O)C(O)=O
0 104-67-6 CCCCCCCC1CCC(=O)O1
0 15499-27-1 CCCCc1ccc(Cl)cc1
0 88-41-5 CC(=O)OC1CCCCC1C(C)(C)C
0 586-62-9 CC(C)=C1CC=C(C)CC1
0 4707-47-5 Cc1c(O)c(C(=O)OC)c(C)cc1O
0 95-95-4 Oc1cc(Cl)c(Cl)cc1Cl
0 151-05-3 CC(=O)OC(C)(C)Cc1ccccc1
0 21564-17-0 N#CSCSc1[n]c2ccccc2[s]1
0 181274-17-9 CN1C(=NN(C1=O)C(=O)NS(=O)(=O)c1ccccc1OC(F)(F)F)OC
0 533-23-3 CCOC(=O)COc1ccc(Cl)cc1Cl
0 88-69-7 CC(C)c1ccccc1O
0 314-40-9 CC1NC(=O)N(C(C)CC)C(=O)C=1Br
0 91-53-2 CC1=CC(C)(C)Nc2ccc(cc12)OCC
0 487-06-9 COc1cc(OC)c2C=CC(=O)Oc2c1
0 88-06-2 Oc1c(Cl)cc(Cl)cc1Cl
0 527-60-6 Cc1cc(C)c(O)c(C)c1
0 88-04-0 Cc1cc(O)cc(C)c1Cl
0 553-26-4 c1c[n]ccc1-c1cc[n]cc1
0 121-39-1 CCOC(=O)C1OC1c1ccccc1
0 5407-98-7 O=C(C1CCC1)c1ccccc1
0 116-02-9 CC1CC(O)CC(C)(C)C1
0 123-17-1 CC(CC(C)C)CC(O)CC(C)C
0 962-58-3 Cc1cc([n]c([n]1)C(C)C)OP(=O)(OCC)OCC
0 1948-33-0 CC(C)(C)c1cc(O)ccc1O
0 135410-20-7 C/C(=N\C#N)/N(C)Cc1c[n]c(Cl)cc1
1 330-55-2 CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1
0 2451-62-9 O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1
0 1490-04-6 CC(C)C1CCC(C)CC1O
0 645-56-7 CCCc1ccc(O)cc1
0 118-79-6 Oc1c(Br)cc(Br)cc1Br
0 106-24-1 CC(C)=CCC/C(/C)=C/CO
0 330-54-1 CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1
0 55934-93-5 CC(COC(O)CC)OC(CC)OCCCC
0 657-84-1 Cc1ccc(cc1)S(O)(=O)=O
0 89-72-5 CCC(C)c1ccccc1O
0 125-12-2 CC1(C)[C@H]2C[C@@H](OC(C)=O)[C@]1(C)CC2
0 76-49-3 CC1(C)C2C[C@@H](OC(C)=O)C1(C)CC2
0 77-73-6 C1C=CC2C3CC(C=C3)C21
0 77-47-4 ClC1(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
0 106-25-2 CC(C)=CCC/C(/C)=C\CO
0 84-66-2 CCOC(=O)c1ccccc1C(=O)OCC
0 119-36-8 COC(=O)c1ccccc1O
0 149-30-4|2492-26-4 Sc1[n]c2ccccc2[s]1
0 35575-96-3 COP(=O)(OC)SCN1c2[n]cc(Cl)cc2OC1=O
0 142-87-0 CCCCCCCCCCOS(O)(=O)=O
0 134-03-2|50-81-7 O[C@@H](CO)[C@H]1OC(=O)C(O)=C1O
0 2491-38-5 Oc1ccc(cc1)C(=O)CBr
0 18979-55-0 CCCCCCOc1ccc(O)cc1
0 91-64-5 O=C1C=Cc2ccccc2O1
0 94-46-2 CC(C)CCOC(=O)c1ccccc1
0 7212-44-4 CC(C)=CCCC(C)=CCCC(C)(O)C=C
0 58-86-6 O[C@@H]1COC(O)[C@H](O)[C@H]1O
0 121-33-5 COc1cc(C=O)ccc1O
0 99-87-6 Cc1ccc(cc1)C(C)C
0 62-23-7 [O-][N+](=O)c1ccc(cc1)C(O)=O
0 65-45-2 NC(=O)c1ccccc1O
0 525-79-1 C(Nc1:[nH]:c:[n]:c2:[n]:c:[n]:c-2:1)c1ccco1
0 2756-56-1 CC1(C)[C@H]2C[C@@H](OC(=O)CC)[C@]1(C)CC2
0 464-49-3 CC1(C)[C@H]2CC(=O)[C@]1(C)CC2
0 57-30-7 CCC1(c2ccccc2)C(=O)NC(O)=NC1=O
0 706-14-9 CCCCCCC1CCC(=O)O1
0 79-92-5 CC1(C)C2CC(CC2)C1=C
0 7080-50-4 Cc1ccc(cc1)S(=O)(=O)NCl
0 56-04-2 CC1=CC(=O)NC(=S)N1
0 614-45-9 CC(C)(C)OOC(=O)c1ccccc1
0 486-56-6 CN1[C@@H](CCC1=O)c1ccc[n]c1
0 93-92-5 CC(=O)OC(C)c1ccccc1
0 50-70-4 O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)CO
0 90-02-8 Oc1ccccc1C=O
0 134-62-3 Cc1cc(ccc1)C(=O)N(CC)CC
0 94-13-3 CCCOC(=O)c1ccc(O)cc1
1 135158-54-2 CSC(=O)c1cccc2[n][n][s]c12
1 86-50-0 COP(=S)(OC)SCN1N=Nc2ccccc2C1=O
0 122-99-6 OCCOc1ccccc1
0 80-56-8 CC1=CCC2CC1C2(C)C
0 24549-06-2 Cc1cccc(CC)c1N
0 123-07-9 CCc1ccc(O)cc1
0 106-22-9 CC(CCO)CCC=C(C)C
0 2416-94-6 Cc1ccc(C)c(O)c1C
0 111-20-6 OC(=O)CCCCCCCCC(O)=O
0 199584-38-8 CCC(C)(C)C1CCC(CC1)OC
0 626-43-7 Nc1cc(Cl)cc(Cl)c1
0 584-84-9 Cc1ccc(cc1N=C=O)N=C=O
0 3337-71-1 COC(=O)NS(=O)(=O)c1ccc(N)cc1
0 99-63-8 O=C(Cl)c1cc(ccc1)C(=O)Cl
0 770-35-4 CC(O)COc1ccccc1
1 2634-33-5 O=C1NSc2ccccc21
0 99-85-4 CC1CC=C(CC=1)C(C)C
0 6285-05-8 CCC(=O)c1ccc(Cl)cc1
0 85-41-6 O=C1NC(=O)c2ccccc12
0 87-61-6 Clc1c(Cl)cccc1Cl
0 85-40-5 O=C1NC(=O)C2CC=CCC12
0 93-15-2 COc1ccc(CC=C)cc1OC
0 10605-21-7 COC(=O)Nc1[nH]c2ccccc2[n]1
0 148-79-8 c1[n]c(c[s]1)-c1[nH]c2ccccc2[n]1
0 1194-65-6 N#Cc1c(Cl)cccc1Cl
0 60-12-8 OCCc1ccccc1
0 98-07-7 ClC(Cl)(Cl)c1ccccc1
0 106-45-6 Cc1ccc(S)cc1
0 6485-40-1 CC1=CC[C@H](CC1=O)C(C)=C
0 583-78-8 Oc1cc(Cl)ccc1Cl
0 111988-49-9 N#C/N=C1\SCCN\1Cc1ccc(Cl)[n]c1
0 620-17-7 CCc1cccc(O)c1
0 51-21-8 O=C1NC=C(F)C(=O)N1
0 104-54-1 OCC=Cc1ccccc1
0 15708-41-5 OC(=O)CN(CC(O)=O)CCN(CC(O)=O)CC(O)=O
0 95-93-2 Cc1cc(C)c(C)cc1C
0 120-47-8 CCOC(=O)c1ccc(O)cc1
0 15619-48-4 C(c1ccccc1)[n+]1cccc2ccccc12
0 147-81-9 OC[C@@H](O)[C@@H](O)[C@H](O)C=O
0 18172-67-3 CC1(C)[C@H]2C[C@@H]1CCC2=C
0 91-22-5 c1cccc2[n]cccc21
0 95-65-8 Cc1cc(O)ccc1C
0 6706-59-8 O[C@@H](CO)[C@H](O)[C@@H](O)[C@H](O)CO
0 101-21-3 CC(C)OC(=O)Nc1cccc(Cl)c1
0 126-92-1 CCCCC(COS(O)(=O)=O)CC
0 6190-65-4 CC(C)Nc1[n]c(N)[n]c(Cl)[n]1
0 7785-26-4 CC1=CC[C@H]2C[C@@H]1C2(C)C
0 116-25-6 CC1(C)C(=O)NC(=O)N1CO
0 67-20-9 [O-][N+](=O)c1ccc(C=NN2CC(=O)NC2=O)o1
0 138-86-3 CC1CCC(CC=1)C(C)=C
0 90-05-1 COc1ccccc1O
0 70-55-3 Cc1ccc(cc1)S(N)(=O)=O
0 108-68-9 Cc1cc(O)cc(C)c1
0 136-60-7 CCCCOC(=O)c1ccccc1
0 5437-45-6 O=C(CBr)OCc1ccccc1
0 88-85-7 CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
0 526-75-0 Cc1cccc(O)c1C
0 95-87-4 Cc1cc(O)c(C)cc1
0 131-11-3 COC(=O)c1ccccc1C(=O)OC
1 705-60-2 CC(=Cc1ccccc1)[N+]([O-])=O
0 1570-64-5 Cc1cc(Cl)ccc1O
0 88-75-5|824-39-5 [O-][N+](=O)c1ccccc1O
0 99-93-4 CC(=O)c1ccc(O)cc1
0 5392-40-5 CC(C)=CCCC(C)=CC=O
1 97-56-3 Cc1ccccc1N=Nc1cc(C)c(N)cc1
0 95-74-9 Cc1ccc(N)cc1Cl
0 2782-57-2|2893-78-9|2244-21-5|51580-86-0 O=C1N(Cl)C(=O)NC(=O)N1Cl
1 78491-02-8 OCNC(=O)N(CO)C1C(=O)N(CO)C(=O)N1CO
0 99-96-7 Oc1ccc(cc1)C(O)=O
0 120-83-2 Oc1ccc(Cl)cc1Cl
0 122-78-1 O=CCc1ccccc1
0 576-26-1 Cc1cccc(C)c1O
0 123-33-1 O=C1C=CC(=O)NN1
0 135-20-6 ON(N=O)c1ccccc1
0 98-53-3 CC(C)(C)C1CCC(=O)CC1
0 2675-77-6 COc1cc(Cl)c(cc1Cl)OC
0 100-51-6 OCc1ccccc1
0 1459-93-4 COC(=O)c1cc(ccc1)C(=O)OC
0 16219-75-3 CC=C1CC2CC1C=C2
0 90-00-6 CCc1ccccc1O
0 611-70-1 CC(C)C(=O)c1ccccc1
0 64-10-8 NC(=O)Nc1ccccc1
0 29232-93-7 Cc1cc([n]c([n]1)N(CC)CC)OP(=S)(OC)OC
0 114-26-1 CNC(=O)Oc1ccccc1OC(C)C
0 105-67-9 Cc1cc(C)c(O)cc1
0 4180-23-8 C/C=C/c1ccc(cc1)OC
0 95-63-6 Cc1cc(C)c(C)cc1
0 59-50-7 Cc1cc(O)ccc1Cl
0 106-48-9 Oc1ccc(Cl)cc1
0 2110-18-1 C(CCc1cccc[n]1)c1ccccc1
0 99-76-3 COC(=O)c1ccc(O)cc1
0 120-72-9 c1cccc2[nH]ccc21
0 14371-10-9 O=C/C=C/c1ccccc1
0 136-45-8 CCCOC(=O)c1c[n]c(cc1)C(=O)OCCC
0 78-59-1 CC1CC(C)(C)CC(=O)C=1
0 20780-48-7 CCC(C)(CCCC(C)C)OC(C)=O
0 87674-68-8 COCC(C)N(C(=O)CCl)c1c(C)c[s]c1C
0 87-24-1 Cc1ccccc1C(=O)OCC
0 3452-97-9 CC(CCO)CC(C)(C)C
0 59-67-6 OC(=O)c1ccc[n]c1
0 15214-89-8 CC(C)(CS(O)(=O)=O)NC(=O)C=C
0 534-52-1 Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
0 826-62-0 O=C1OC(=O)C2C3CC(C=C3)C12
0 140-67-0 COc1ccc(CC=C)cc1
0 40649-36-3 CCCC1CCC(=O)CC1
0 532-27-4 O=C(CCl)c1ccccc1
0 78-48-8 CCCCSP(=O)(SCCCC)SCCCC
0 104-40-5 CCCCCCCCCc1ccc(O)cc1
0 94-71-3 CCOc1ccccc1O
1 35691-65-7 N#CCCC(Br)(CBr)C#N
0 141-04-8 CC(C)COC(=O)CCCCC(=O)OCC(C)C
0 14765-30-1 CC(CC)C1CCCCC1=O
0 140-11-4 CC(=O)OCc1ccccc1
0 2104-64-5 CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)c1ccccc1
0 94-60-0 COC(=O)C1CCC(CC1)C(=O)OC
0 120-61-6 COC(=O)c1ccc(cc1)C(=O)OC
0 2409-55-4 Cc1ccc(O)c(c1)C(C)(C)C
0 87-25-2 CCOC(=O)c1ccccc1N
0 51707-55-2 O=C(Nc1ccccc1)Nc1c[n][n][s]1
0 106-44-5 Cc1ccc(O)cc1
0 95-49-8 Cc1ccccc1Cl
0 28159-98-0 CSc1[n]c(NC2CC2)[n]c(NC(C)(C)C)[n]1
0 95-83-0 Nc1cc(Cl)ccc1N
0 271-89-6 c1cccc2occc21
0 5146-66-7 CC(C)=CCCC(C)=CC#N
0 106-87-6 C1C2OC2CCC1C1CO1
0 6055-19-2 O=P1(NCCCO1)N(CCCl)CCCl
0 94-09-7 CCOC(=O)c1ccc(N)cc1
0 60-09-3 Nc1ccc(cc1)/N=N/c1ccccc1
0 98-87-3 ClC(Cl)c1ccccc1
0 39905-57-2 CCCCCCOc1ccc(N)cc1
0 1134-23-2 CCN(C1CCCCC1)C(=O)SCC
0 102-27-2 Cc1cccc(c1)NCC
0 138472-01-2 CC(/C(/CC)=C/C(N=O)C(N)=O)[N+]([O-])=O
0 115-95-7 CC(C)=CCCC(C)(C=C)OC(C)=O
0 611-20-1 N#Cc1ccccc1O
0 877-24-7 OC(=O)c1ccccc1C(O)=O
0 21725-46-2 CCNc1[n]c(Cl)[n]c(NC(C)(C)C#N)[n]1
0 122-57-6 CC(=O)C=Cc1ccccc1
0 4940-11-8 CCC1OC=CC(=O)C=1O
0 52-68-6 COP(=O)(OC)C(O)C(Cl)(Cl)Cl
0 541-73-1 Clc1cc(Cl)ccc1
0 83-41-0 Cc1cccc(c1C)[N+]([O-])=O
0 33228-45-4 CCCCCCc1ccc(N)cc1
0 550-44-7 CN1C(=O)c2ccccc2C1=O
0 107-75-5 CC(CC=O)CCCC(C)(C)O
0 2687-25-4 Cc1cccc(N)c1N
0 1929-82-4 Clc1cccc([n]1)C(Cl)(Cl)Cl
0 769-92-6 CC(C)(C)c1ccc(N)cc1
0 121-75-5 CCOC(=O)C(CC(=O)OCC)SP(=S)(OC)OC
0 51-05-8 CCN(CCOC(=O)c1ccc(N)cc1)CC
0 94-08-6 Cc1ccc(cc1)C(=O)OCC
0 25057-89-0 CC(C)N1C(=O)c2ccccc2NS1(=O)=O
0 134-20-3 COC(=O)c1ccccc1N
0 87-62-7 Cc1cccc(C)c1N
0 496-72-0 Cc1cc(N)c(N)cc1
0 97-99-4 OCC1CCCO1
0 828-00-2 CC1OC(CC(C)O1)OC(C)=O
0 120-71-8 Cc1ccc(OC)c(N)c1
0 95-50-1 Clc1ccccc1Cl
0 99-30-9 Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O
0 89-71-4 Cc1ccccc1C(=O)OC
0 95-57-8 Oc1ccccc1Cl
0 6915-15-7 OC(=O)C(O)CC(O)=O
0 4418-26-2 CC1=CC(=O)C(C(=O)O1)=C(C)O
0 34014-18-1 CNC(=O)N(C)c1[n][n]c([s]1)C(C)(C)C
0 21087-64-9 CSC1=NN=C(C(=O)N1N)C(C)(C)C
0 93-89-0 CCOC(=O)c1ccccc1
0 99-54-7 [O-][N+](=O)c1cc(Cl)c(Cl)cc1
0 95-48-7 Cc1ccccc1O
0 120-14-9 COc1ccc(C=O)cc1OC
0 124-07-2 CCCCCCCC(O)=O
0 108-39-4 Cc1cc(O)ccc1
0 643-79-8 O=Cc1ccccc1C=O
0 13071-79-9 CC(C)(C)SCSP(=S)(OCC)OCC
0 106-23-0 CC(CCC=C(C)C)CC=O
0 108-98-5 Sc1ccccc1
0 120-65-0 CN(C)Cc1ccccc1O
0 104-61-0 CCCCCC1CCC(=O)O1
0 91-66-7 CCN(CC)c1ccccc1
0 137-26-8 CN(C)C(=S)SSC(=S)N(C)C
0 99-07-0 CN(C)c1cccc(O)c1
0 98-92-0 NC(=O)c1ccc[n]c1
0 150-13-0 Nc1ccc(cc1)C(O)=O
0 77-89-4 CC(=O)OC(CC(=O)OCC)(CC(=O)OCC)C(=O)OCC
0 1929-77-7 CCCSC(=O)N(CCC)CCC
0 98-00-0 OCc1ccco1
1 122-14-5 Cc1cc(ccc1[N+]([O-])=O)OP(=S)(OC)OC
0 55290-64-7 CC1=C(C)S(=O)(=O)CCS1(=O)=O
0 122-42-9 CC(C)OC(=O)Nc1ccccc1
0 2212-67-1 CCSC(=O)N1CCCCCC1
0 3811-73-2 [O-][n+]1ccccc1S
0 7287-19-6 CSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1
0 139-40-2 CC(C)Nc1[n]c(Cl)[n]c(NC(C)C)[n]1
0 78-69-3 CCC(C)(O)CCCC(C)C
0 5877-42-9 CCCCC(CC)C(O)C#C
0 33228-44-3 CCCCCc1ccc(N)cc1
0 1646-87-3 CNC(=O)O/N=C/C(C)(C)S(C)=O
0 13254-34-7 CC(C)CCCC(C)(C)O
0 96-09-3 C1OC1c1ccccc1
0 31218-83-4 C/C(=C\C(=O)OC(C)C)/OP(=S)(NCC)OC
0 58430-94-7 CC(CC(C)(C)C)CCOC(C)=O
0 78-70-6 CC(C)=CCCC(C)(O)C=C
0 102-60-3 CC(O)CN(CC(C)O)CCN(CC(C)O)CC(C)O
0 54-11-5 CN1CCC[C@H]1c1c[n]ccc1
0 108-44-1 Cc1cc(N)ccc1
0 75-99-0 CC(Cl)(Cl)C(O)=O
0 334-48-5 CCCCCCCCCC(O)=O
0 99-97-8 Cc1ccc(cc1)N(C)C
0 98-86-2 CC(=O)c1ccccc1
0 1610-18-0 COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1
0 124-04-9 OC(=O)CCCCC(O)=O
0 59-87-0 NC(=O)/N=N/Cc1ccc(o1)[N+]([O-])=O
0 95-14-7 c1cccc2[nH][n][n]c21
0 89-87-2 Cc1cc(C)c(cc1)[N+]([O-])=O
0 99-51-4 Cc1cc(ccc1C)[N+]([O-])=O
0 10042-59-8 CCCC(CO)CCCCC
0 42509-80-8 CC(C)[n]1[n]c([n]c1Cl)OP(=S)(OCC)OCC
0 7659-86-1 CCCCC(COC(=O)CS)CC
0 105-99-7 CCCCOC(=O)CCCCC(=O)OCCCC
0 51-28-5 [O-][N+](=O)c1cc(ccc1O)[N+]([O-])=O
0 118-71-8 CC1OC=CC(=O)C=1O
0 104-76-7 CCCCC(CO)CC
0 111-14-8 CCCCCCC(O)=O
0 150-68-5 CN(C)C(=O)Nc1ccc(Cl)cc1
0 108-95-2|139-02-6 Oc1ccccc1
0 99-55-8 Cc1ccc(cc1N)[N+]([O-])=O
0 123-11-5 COc1ccc(C=O)cc1
0 108-93-0 OC1CCCCC1
0 563-12-2 CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
0 2593-15-9 CCOc1[n]c([n][s]1)C(Cl)(Cl)Cl
